I	25486	25620	1	1	0	0	1	18
I	87388	87500	1	1	1	15	0	24
I	142254	142619	1	1	1	37	0	25
I	151007	151096	2	2	1	1	0	15
I	166461	204430	2	2	0	0	1	12
I	174921	223120	2	2	0	0	1	17
I	206113	206247	1	1	0	0	1	22
I	206113	206382	1	1	0	0	1	22
II	34773	59937	2	2	0	0	1	14
II	45645	45977	1	1	0	95	0	24
II	47059	47146	2	2	1	2	0	8
II	60194	60697	2	2	1	160	0	25
II	89133	89440	2	2	0	4	0	20
II	110421	110505	2	2	1	5	0	21
II	110880	110948	1	1	1	1	0	8
II	125155	125270	1	1	1	5	0	20
II	142750	142846	2	2	1	15	0	25
II	168425	168808	1	1	1	72	0	20
II	168601	168808	1	1	0	1	0	12
II	170677	170757	1	1	0	4	0	23
II	170677	170804	1	1	1	9	0	24
II	186353	186427	2	2	1	5	0	24
II	255561	255644	2	2	0	1	0	23
II	332876	333386	1	1	1	69	0	25
II	393181	393507	1	1	0	2	0	19
II	393181	393510	1	1	1	26	0	25
II	407028	407122	2	2	1	41	0	24
II	414754	415259	2	2	1	31	0	15
II	426517	426873	2	2	1	9	0	21
II	462210	462289	1	1	1	10	0	16
II	462430	462499	1	1	1	19	0	22
II	592417	592768	2	2	1	64	1	25
II	604515	604712	1	1	0	1	0	17
II	604515	604927	1	1	1	95	0	23
II	606281	606668	1	1	1	201	0	25
II	653369	653452	1	1	1	2	0	20
II	679943	680039	2	2	1	33	0	25
II	726918	727011	2	2	1	9	0	25
III	101634	101700	2	2	1	2	0	15
III	107034	107110	1	1	1	28	0	20
III	107192	107287	1	1	1	48	0	25
III	173116	173198	2	2	1	29	0	25
III	177907	178213	2	2	1	219	2	25
III	293940	293993	1	1	1	4	0	15
III	294240	294291	1	1	1	5	0	20
IV	65307	65377	1	1	1	1	0	5
IV	117667	118157	1	1	1	77	0	24
IV	122078	122176	1	1	0	3	0	25
IV	216158	216489	1	1	0	16	0	22
IV	217603	218007	1	1	1	40	0	25
IV	230020	230320	1	1	1	384	0	25
IV	239399	239509	2	2	1	41	0	25
IV	267726	267806	1	1	1	4	0	25
IV	268909	269000	2	2	0	1	0	14
IV	307334	307765	2	2	1	114	0	25
IV	308428	308792	1	1	1	53	0	24
IV	320667	320937	2	2	0	1	0	24
IV	322283	322703	1	1	1	196	0	24
IV	337525	337634	1	1	1	7	0	24
IV	340811	341219	2	2	0	5	0	18
IV	359614	359636	0	0	1	0	1	18
IV	399362	399484	1	1	1	19	0	24
IV	427467	427520	1	1	0	0	1	13
IV	431387	431472	2	2	1	5	0	25
IV	458018	458097	2	2	1	2	0	12
IV	491560	491898	1	1	1	143	0	24
IV	569634	569723	2	2	1	8	0	23
IV	579479	580017	1	1	1	249	0	25
IV	629906	630173	1	1	1	15	0	23
IV	652781	653523	1	1	0	6	0	19
IV	708142	709099	2	2	0	0	1	13
IV	715248	715358	2	2	1	5	0	22
IV	733703	733775	2	2	1	20	0	21
IV	892734	921812	1	1	0	0	1	21
IV	1018974	1047028	1	1	0	0	1	12
IV	1073313	1073401	2	2	1	1	0	10
IV	1103810	1103892	1	1	1	1	0	15
IV	1151304	1175582	2	2	0	0	1	23
IV	1155593	1160891	2	2	0	1	0	21
IV	1210778	1237585	2	2	0	0	1	17
IV	1212878	1212978	1	1	1	3	0	25
IV	1236843	1237608	1	1	1	16	0	25
IV	1238631	1238824	2	2	1	2	0	10
IV	1266770	1266861	2	2	1	9	0	25
IV	1319618	1319697	2	2	1	15	0	23
IV	1319721	1319816	2	2	1	19	0	21
IV	1355237	1355550	2	2	1	43	0	21
IV	1359970	1360404	1	1	1	195	0	25
IV	1401801	1402184	1	1	1	103	0	25
IV	1450458	1450846	2	2	1	147	1	24
V	81072	81792	2	2	0	0	1	12
V	131777	131899	1	1	1	10	0	22
V	148195	148282	1	1	1	7	0	12
V	158995	159087	2	2	1	6	0	17
V	166772	166874	2	2	1	10	0	25
V	269752	270148	2	2	1	24	138	25
V	289922	292360	1	1	0	0	1	13
V	306326	306791	1	1	1	178	0	25
V	307747	307848	1	1	1	19	0	25
V	307957	308067	1	1	1	17	0	22
V	348202	348276	2	2	1	4	0	25
V	362733	363092	1	1	0	3	0	18
V	396811	397281	1	1	1	222	0	25
V	423591	423951	1	1	0	15	0	24
V	432672	433196	1	1	1	9	0	22
V	448784	497754	1	1	0	0	1	21
VI	3823	43503	2	2	0	0	1	12
VI	14701	43503	2	2	0	0	1	12
VI	54378	54686	2	2	1	83	1	25
VI	63860	63973	2	2	1	1	0	21
VI	64600	64920	2	2	1	15	0	25
VI	75840	76091	0	0	1	1	0	24
VI	201764	223153	2	2	0	1	0	15
VI	203293	203386	2	2	1	5	0	15
VI	221268	221414	2	2	1	47	3	25
VI	223441	223771	2	2	0	16	0	25
VI	242010	242081	1	1	1	1	0	16
VII	62132	62189	1	1	1	4	0	22
VII	72989	73137	2	2	1	21	0	24
VII	115525	115547	0	0	1	0	1	18
VII	150184	150525	2	2	0	3	0	19
VII	175817	175987	1	1	0	1	0	16
VII	249887	250086	1	1	1	2	0	25
VII	311016	311526	1	1	1	316	5	25
VII	346809	346893	2	2	1	8	0	24
VII	364965	365432	2	2	1	145	0	25
VII	365527	365985	2	2	1	107	0	25
VII	437942	438397	2	2	0	6	0	25
VII	439094	439323	1	1	1	326	0	25
VII	497366	497458	2	2	1	7	0	22
VII	497938	497999	2	2	1	2	0	20
VII	534474	534781	2	2	0	3	0	17
VII	534474	534785	2	2	0	33	0	24
VII	543639	543721	1	1	1	7	0	23
VII	543639	543788	1	1	0	1	0	14
VII	555831	556109	1	1	0	1	0	16
VII	555831	556307	1	1	1	165	9	25
VII	700989	701011	0	0	1	0	1	18
VII	727039	727357	1	1	1	72	0	24
VII	787787	788178	2	2	0	21	0	24
VII	857299	883159	2	2	0	0	1	20
VII	859261	859473	2	2	1	11	0	25
VII	883803	931467	2	2	0	0	1	18
VII	920665	921119	1	1	1	70	0	25
VIII	8577	10581	2	2	0	1	0	19
VIII	33627	33650	2	2	0	1	0	16
VIII	52465	68681	2	2	0	1	0	13
VIII	104406	104803	1	1	1	86	0	25
VIII	107832	107894	1	1	1	13	0	24
VIII	116604	133341	2	2	0	1	0	14
VIII	126552	127112	1	1	1	238	1	25
VIII	129529	129647	1	1	1	3	0	12
VIII	138241	138408	2	2	1	1	0	16
VIII	148117	148666	2	2	1	148	0	25
VIII	187515	187676	2	2	1	38	0	22
VIII	189750	189850	2	2	1	2	0	23
VIII	251156	251248	1	1	1	4	0	21
VIII	255638	255750	2	2	1	1	0	20
VIII	282731	282757	2	2	0	0	1	16
VIII	298361	298484	2	2	1	8	0	24
VIII	315772	315858	2	2	1	2	0	25
VIII	354865	354955	1	1	1	3	0	21
VIII	382307	382747	2	2	1	70	3	24
VIII	505248	505516	2	2	1	106	0	25
VIII	543833	549495	2	2	0	0	1	23
IX	1266	49681	2	2	0	1	0	19
IX	23552	23764	1	1	0	0	2	24
IX	47699	47760	1	1	1	5	0	24
IX	68716	69149	1	1	1	106	0	21
IX	99096	99385	2	2	1	68	1	25
IX	127662	128148	1	1	0	6	0	24
IX	138451	187820	1	1	0	1	0	22
IX	155223	155310	1	3	0	10	0	25
IX	166435	166519	1	1	1	2	0	16
IX	173059	173606	2	2	0	1	0	13
IX	231958	232366	2	2	1	62	0	25
IX	256555	257026	2	2	1	83	138	25
IX	281367	289064	1	1	0	1	0	13
IX	316772	317171	1	1	1	88	3	25
IX	348364	348494	2	2	1	4	0	12
IX	349932	387143	2	2	0	1	0	23
IX	366557	366610	1	1	0	0	1	24
X	50269	50411	2	2	1	6	0	19
X	73797	74204	1	1	1	23	0	22
X	75939	76324	1	1	1	364	4	25
X	91095	91411	1	1	1	117	0	25
X	91095	91424	1	1	0	1	0	13
X	120850	121065	2	2	0	0	1	19
X	120850	121179	2	2	0	0	2	24
X	156790	157249	2	2	1	263	1	25
X	365785	365902	1	1	0	1	0	12
X	387349	387435	2	2	1	1	0	17
X	396494	396570	2	2	1	3	0	21
X	426611	453926	1	1	0	1	0	12
X	435228	435343	1	1	1	34	0	25
X	453761	466577	2	2	0	0	1	12
X	473130	478584	2	2	0	0	1	21
X	608307	608581	1	1	1	38	0	20
X	649515	649657	2	2	0	1	0	19
X	702799	703054	2	2	1	131	0	25
XI	82999	83074	1	1	1	18	0	25
XI	82999	83081	1	1	0	1	0	16
XI	93303	93465	2	2	0	1	0	17
XI	93367	93465	2	2	0	1	0	23
XI	109578	109883	1	1	1	209	0	25
XI	142218	142460	1	1	0	0	1	23
XI	155272	155636	1	1	0	1	0	22
XI	155272	155654	1	1	1	1	0	13
XI	158616	158966	1	1	1	18	0	23
XI	166400	166487	1	1	0	1	0	15
XI	261751	327059	2	2	0	0	2	12
XI	283096	283421	1	1	1	24	0	24
XI	432035	432432	1	1	1	260	0	25
XI	437838	437905	1	1	1	3	1	23
XI	447707	447810	2	2	1	2	0	25
XI	551681	552002	1	1	1	244	0	25
XI	579002	579024	0	0	1	0	1	18
XI	618375	618742	2	2	1	161	0	25
XI	625902	625976	1	1	1	9	0	24
