I	12680	12727	1	1	0	0	3	24
I	12728	12823	1	1	0	0	2	25
I	25486	25620	1	1	0	0	1	16
I	26161	26430	1	1	0	0	2	18
I	87388	87500	1	1	1	14	0	23
I	142254	142619	1	1	1	40	0	25
I	182920	192469	1	1	0	0	1	14
I	204941	205210	2	2	0	0	2	18
II	5120	5335	2	2	0	0	2	20
II	45645	45977	1	1	0	93	0	25
II	47059	47146	2	2	1	5	0	23
II	60194	60697	2	2	1	134	0	25
II	89133	89440	2	2	0	6	0	20
II	110233	110505	2	2	0	1	0	23
II	110421	110505	2	2	1	7	0	23
II	110880	110948	1	1	1	3	0	20
II	125155	125270	1	1	1	5	0	23
II	142750	142846	2	2	1	19	0	25
II	168425	168808	1	1	1	67	0	17
II	170677	170757	1	1	0	3	0	21
II	170677	170804	1	1	1	8	0	21
II	186353	186427	2	2	1	3	0	18
II	220979	221075	1	1	0	0	1	21
II	220979	226659	1	1	0	0	1	21
II	255561	255644	2	2	0	1	0	25
II	301091	319094	1	1	0	0	1	13
II	307670	342115	1	1	0	0	1	18
II	332876	333386	1	1	1	72	0	25
II	366503	366584	2	2	1	2	0	21
II	393181	393510	1	1	1	36	0	25
II	407028	407122	2	2	1	43	0	25
II	414754	415259	2	2	1	39	0	18
II	426517	426873	2	2	1	12	0	21
II	462210	462289	1	1	1	7	0	22
II	462430	462499	1	1	1	9	0	25
II	479346	479434	1	1	1	3	0	16
II	592417	592768	2	2	1	68	0	23
II	602104	602216	1	1	1	1	0	9
II	604515	604927	1	1	1	83	0	24
II	606281	606668	1	1	1	175	0	24
II	653369	653452	1	1	1	2	0	18
II	679943	680039	2	2	1	32	0	25
II	726918	727011	2	2	1	6	0	23
III	101634	101700	2	2	1	4	0	21
III	107034	107110	1	1	1	17	0	25
III	107192	107287	1	1	1	37	0	25
III	153032	163163	1	1	0	1	0	14
III	173116	173198	2	2	1	26	0	25
III	177907	178213	2	2	1	204	0	25
III	293851	293993	1	1	0	1	0	23
III	293940	293993	1	1	1	2	0	24
III	294240	294291	1	1	1	1	0	20
IV	65307	65377	1	1	1	2	0	20
IV	117667	118157	1	1	1	67	0	22
IV	122078	122176	1	1	0	5	0	23
IV	204365	218147	1	1	0	1	0	14
IV	205806	205826	1	1	0	1	0	24
IV	216158	216489	1	1	0	19	0	21
IV	217603	218007	1	1	1	37	0	25
IV	230020	230320	1	1	1	337	0	25
IV	239399	239509	2	2	1	38	0	22
IV	254975	255044	2	2	1	2	0	17
IV	307334	307765	2	2	1	87	0	25
IV	308428	308792	1	1	1	49	0	25
IV	322283	322703	1	1	1	196	0	24
IV	337525	337634	1	1	1	4	0	21
IV	340811	341219	2	2	0	4	0	21
IV	399362	399484	1	1	1	16	0	24
IV	431387	431472	2	2	1	16	0	25
IV	458018	458097	2	2	1	3	0	18
IV	491560	491898	1	1	1	103	0	25
IV	569634	569723	2	2	1	5	0	23
IV	579465	580017	1	1	0	1	0	13
IV	579479	580017	1	1	1	225	0	25
IV	629906	630173	1	1	1	13	0	23
IV	652781	653523	1	1	0	5	0	25
IV	665502	665890	2	2	0	1	0	14
IV	715248	715358	2	2	1	10	0	22
IV	733703	733775	2	2	1	24	0	24
IV	1073313	1073401	2	2	1	1	0	16
IV	1101628	1151303	2	2	0	0	1	25
IV	1103810	1103892	1	1	1	1	0	15
IV	1145112	1145176	1	1	0	1	0	25
IV	1212878	1212978	1	1	1	1	0	17
IV	1236843	1237608	1	1	1	11	0	25
IV	1266770	1266861	2	2	1	4	0	22
IV	1307840	1308049	2	2	0	0	1	23
IV	1319618	1319697	2	2	1	17	0	23
IV	1319721	1319816	2	2	1	15	0	19
IV	1329636	1329665	1	1	0	0	1	12
IV	1329747	1329815	1	1	0	0	1	21
IV	1355237	1355550	2	2	1	43	0	20
IV	1359970	1360404	1	1	1	200	0	25
IV	1401801	1402184	1	1	1	118	0	25
IV	1401801	1402404	1	1	0	1	0	16
IV	1450458	1450846	2	2	1	156	0	24
IV	1526005	1526210	1	1	0	0	2	20
V	131777	131899	1	1	1	6	0	23
V	148195	148282	1	1	1	8	0	24
V	152940	157825	2	2	0	1	0	16
V	158995	159087	2	2	1	10	0	22
V	166772	166874	2	2	1	13	0	23
V	269752	270148	2	2	1	18	144	25
V	289922	292360	1	1	0	0	2	14
V	306326	306791	1	1	1	180	0	25
V	307747	307848	1	1	1	27	0	25
V	307957	308067	1	1	1	12	0	24
V	347912	348102	2	2	0	1	0	12
V	348202	348276	2	2	1	3	0	21
V	362733	363092	1	1	0	5	0	16
V	396811	397281	1	1	1	225	0	25
V	423591	423951	1	1	0	14	0	24
