I	12680	12727	1	1	0	0	1	17
I	87388	87500	1	1	1	8	0	20
I	142254	142619	1	1	1	35	0	25
I	205751	206155	2	2	0	0	1	21
II	45645	45977	1	1	0	42	0	25
II	54485	70827	2	2	0	0	1	12
II	60194	60697	2	2	1	87	0	25
II	110421	110505	2	2	1	1	0	8
II	110880	110948	1	1	1	2	0	19
II	125155	125270	1	1	1	1	0	21
II	142750	142846	2	2	1	5	0	23
II	168425	168808	1	1	1	28	0	25
II	170677	170804	1	1	1	7	0	18
II	186353	186427	2	2	1	2	0	23
II	294971	296334	1	5	0	0	1	12
II	332876	333386	1	1	1	25	0	25
II	393181	393510	1	1	1	9	0	24
II	407028	407122	2	2	1	16	0	23
II	414754	415259	2	2	1	10	0	20
II	462430	462499	1	1	1	2	0	11
II	592417	592768	2	2	1	30	0	21
II	604515	604927	1	1	1	40	0	23
II	606281	606668	1	1	1	106	0	17
II	653369	653452	1	1	1	1	0	7
II	679943	680039	2	2	1	9	0	18
II	726918	727011	2	2	1	2	0	23
II	779875	780432	2	2	0	0	1	20
III	101634	101700	2	2	1	1	0	23
III	107034	107110	1	1	1	8	0	18
III	107192	107287	1	1	1	16	0	24
III	173116	173198	2	2	1	5	0	18
III	177907	178213	2	2	1	124	0	25
III	293940	293993	1	1	1	1	0	24
IV	117667	118157	1	1	1	22	0	23
IV	216158	216489	1	1	0	8	0	19
IV	217603	218007	1	1	1	21	0	20
IV	230020	230320	1	1	1	196	0	25
IV	239399	239509	2	2	1	8	0	20
IV	254956	255044	2	2	0	1	0	23
IV	307334	307765	2	2	1	45	0	25
IV	308428	308792	1	1	1	32	0	19
IV	322283	322703	1	1	1	70	0	24
IV	337525	337634	1	1	1	3	0	21
IV	399362	399484	1	1	1	8	1	22
IV	431387	431472	2	2	1	7	0	25
IV	491560	491898	1	1	1	45	0	25
IV	569634	569723	2	2	1	1	0	7
IV	579479	580017	1	1	1	132	0	25
IV	601479	601523	2	2	0	1	0	15
IV	629906	630173	1	1	1	5	0	18
IV	652781	653523	1	1	0	3	0	25
IV	715248	715358	2	2	1	2	0	10
IV	733703	733775	2	2	1	5	0	22
IV	1073313	1073401	2	2	1	2	0	19
IV	1236843	1237608	1	1	1	7	0	25
IV	1266770	1266861	2	2	1	12	0	25
IV	1319618	1319697	2	2	1	8	0	18
IV	1319721	1319816	2	2	1	5	0	21
IV	1355237	1355550	2	2	1	15	0	23
IV	1359970	1360404	1	1	1	108	0	25
IV	1401801	1402184	1	1	1	39	0	25
IV	1450458	1450846	2	2	1	63	0	13
V	76697	78141	2	2	0	0	1	15
V	131777	131899	1	1	1	3	0	24
V	148195	148282	1	1	1	1	0	5
V	158995	159087	2	2	1	1	0	17
V	166772	166874	2	2	1	7	0	23
V	192863	194417	2	2	0	0	1	13
V	269752	270148	2	2	1	10	65	25
V	306326	306791	1	1	1	83	0	21
V	307747	307848	1	1	1	7	0	24
V	307957	308067	1	1	1	2	0	22
V	348202	348276	2	2	1	1	0	25
V	362733	363092	1	1	0	2	0	19
V	396811	397281	1	1	1	113	0	25
V	423591	423951	1	1	0	6	0	23
V	432672	433196	1	1	1	1	0	12
V	448816	497769	1	3	0	0	1	16
VI	54378	54686	2	2	1	27	0	24
VI	64588	64920	2	2	0	1	0	17
VI	64600	64920	2	2	1	5	0	22
VI	75842	76094	1	1	0	1	0	22
VI	221268	221414	2	2	1	10	1	25
VI	223441	223771	2	2	0	10	0	24
VI	242010	242081	1	1	1	1	0	23
VII	62132	62189	1	1	1	1	0	14
VII	72989	73137	2	2	1	6	0	16
VII	249887	250086	1	1	1	3	0	20
VII	311016	311526	1	1	1	148	5	25
VII	346809	346893	2	2	1	2	0	22
VII	364965	365432	2	2	1	87	0	25
VII	365527	365985	2	2	1	29	0	24
VII	437942	438397	2	2	0	5	0	24
VII	439094	439323	1	1	1	115	1	25
VII	497366	497458	2	2	1	3	0	16
VII	497938	497999	2	2	1	1	0	14
VII	534474	534785	2	2	0	11	0	24
VII	543639	543721	1	1	1	4	0	18
VII	555831	556307	1	1	1	90	0	25
VII	727039	727357	1	1	1	34	0	24
VII	787787	788178	2	2	0	8	0	21
VII	859261	859473	2	2	1	2	0	9
VII	920665	921119	1	1	1	62	0	25
VIII	29479	75435	1	1	0	0	1	12
VIII	104406	104803	1	1	1	42	0	25
VIII	107832	107894	1	1	1	3	0	22
VIII	126552	127112	1	1	1	87	0	25
VIII	127148	127175	1	1	0	1	0	12
VIII	129529	129647	1	1	1	1	0	22
VIII	138241	138408	2	2	1	1	0	12
VIII	148117	148666	2	2	1	44	0	25
VIII	187515	187676	2	2	1	12	0	15
VIII	189750	189850	2	2	1	1	0	4
VIII	192400	236952	1	1	0	1	0	14
VIII	212602	214572	2	2	0	1	0	12
VIII	298361	298484	2	2	1	4	0	19
VIII	354865	354955	1	1	1	1	0	8
VIII	382307	382747	2	2	1	42	3	24
VIII	505248	505516	2	2	1	57	0	25
VIII	526795	527064	2	2	0	0	1	16
IX	47699	47760	1	1	1	1	0	22
IX	68716	69149	1	1	1	35	0	24
IX	99096	99385	2	2	1	20	0	25
IX	99131	99385	2	2	0	1	0	22
IX	127662	128148	1	1	0	3	0	22
IX	155223	155310	1	3	0	3	0	21
IX	166435	166519	1	1	1	1	0	14
IX	231958	232366	2	2	1	22	0	20
IX	256555	257026	2	2	1	31	65	25
IX	316772	317171	1	1	1	50	1	21
IX	348364	348494	2	2	1	1	0	11
X	50269	50411	2	2	1	1	0	24
X	73797	74204	1	1	1	7	0	15
X	75939	76324	1	1	1	142	0	25
X	91095	91411	1	1	1	71	0	25
X	120850	120936	2	2	0	0	2	13
X	120850	121008	2	2	0	0	2	13
X	156790	157249	2	2	1	77	0	24
X	396494	396570	2	2	1	1	0	7
X	435228	435343	1	1	1	24	0	25
X	608307	608581	1	1	1	6	1	20
X	702799	703054	2	2	1	62	0	25
X	714258	714617	1	1	0	0	1	25
X	714330	714617	1	1	0	0	1	25
X	714402	714617	1	1	0	0	1	25
X	714474	714617	1	1	0	0	1	25
X	714546	714617	1	1	0	0	1	25
XI	93303	93465	2	2	0	1	0	12
XI	109578	109883	1	1	1	113	0	25
XI	155272	155636	1	1	0	1	0	16
XI	158616	158966	1	1	1	7	0	11
XI	197166	229150	2	2	0	0	1	17
XI	283096	283421	1	1	1	6	0	21
XI	432035	432432	1	1	1	148	0	25
XI	551681	552002	1	1	1	152	0	24
XI	618375	618742	2	2	1	59	0	21
XII	1144	6687	1	1	0	1	0	15
XII	1763	1798	2	2	0	0	1	24
XII	40222	40400	2	2	1	20	0	18
